121.81,129.42,134.54,319,714,576,0.49,0.96,1,10,1600
122.15,130.73,133.91,404,945,926,0.46,0.93,1,10,1700
123.62,128.45,136.49,353,846,662,0.39,0.96,1,10,1800
120.93,127.53,132.71,312,725,560,0.53,0.98,1,10,1900
120.14,127.09,133.02,293,576,409,0.54,0.96,1,10,2000
117.48,128.4,132.42,202,426,238,0.61,0.96,1,10,2100
118.79,128,132.61,159,244,99,0.63,0.97,1,10,2200
117.17,128.17,131.54,133,181,50,0.67,0.97,1,10,2300
117.35,126.18,134.99,87,116,24,0.7,0.98,1,10,2400
117.97,128.39,131.3,71,72,20,0.66,0.88,0.95,10,100
118.79,125.44,134.46,66,67,10,0.64,0.94,1,10,200
118.68,128.22,137.7,43,35,2,0.6,0.91,1,10,300
118.42,128.89,134.36,58,95,17,0.6,0.96,1,10,500
119.02,128.53,134.46,95,180,40,0.56,0.98,1,10,600
118.55,129.28,133.89,129,272,86,0.56,0.99,1,10,700
122.65,130.62,133.44,212,407,171,0.42,0.98,1,10,800
122.97,129.63,134.85,269,569,250,0.42,0.98,1,10,900
122.76,129.26,134.44,307,598,330,0.43,0.98,1,10,1000
122.08,128.89,134.4,345,714,450,0.49,0.97,1,10,1100
122.07,128.53,133.71,315,638,311,0.46,0.99,1,10,1200
120.93,130.88,133.15,245,533,262,0.49,0.97,1,10,1300
122.21,130.78,135.77,252,481,191,0.45,0.98,1,10,1400
122.28,130.31,136.37,242,469,187,0.42,0.98,1,10,1500
123.17,131.09,134.28,215,437,206,0.38,0.98,1,10,1600
122.7,130.38,135.95,209,438,174,0.42,0.99,0.99,10,1700
123.23,129.76,135.45,197,374,160,0.4,0.98,1,10,1800
121.5,128.63,134.49,144,317,97,0.48,0.97,1,10,1900
120.72,127.38,132.05,124,235,74,0.51,0.97,0.99,10,2000
119.41,128.45,130.04,89,168,38,0.51,0.98,1,10,2100
121.06,128.4,132.97,75,128,24,0.52,0.98,1,10,2200
122.91,126.83,134.99,46,94,9,0.39,0.99,1,10,2300
118.79,129.6,131.92,37,70,15,0.57,0.97,1,10,2400
116.83,127.98,129.6,33,47,5,0.55,1,1,10,100
122.23,123.12,140.41,11,30,3,0.36,1,1,10,200
119.36,127.17,132.84,19,41,5,0.63,0.95,1,10,500
116.87,127.45,132.09,42,80,13,0.64,0.93,1,10,600
120.11,130.07,134.02,59,120,23,0.54,0.99,1,10,700
123.88,130.12,133.16,116,208,43,0.4,0.99,1,10,800
121.97,129.65,136.89,155,313,82,0.47,0.99,1,10,900
120.41,128.22,134.56,181,391,115,0.52,0.98,1,10,1000
121.29,127.92,134.14,235,497,168,0.5,0.99,1,10,1100
120.95,129.55,131.87,251,517,222,0.51,0.98,1,10,1200
122.52,129.79,134.87,261,585,249,0.44,0.99,1,10,1300
123.7,129.79,134.64,258,564,243,0.4,0.98,1,10,1400
123.57,130.99,135.19,324,653,372,0.36,0.98,1,10,1500
125.52,130.25,136.23,280,606,300,0.3,1,1,10,1600
125.13,130.65,135.82,272,604,314,0.3,0.99,1,10,1700
124.35,129.78,135.29,223,525,257,0.34,0.99,1,10,1800
123.38,127.82,134.04,199,439,218,0.41,0.99,1,10,1900
121.22,129.02,131.88,177,347,135,0.45,0.99,1,10,2000
122.76,128.14,133.02,128,248,77,0.39,0.99,1,10,2100
118.23,127.25,131.92,95,178,50,0.59,0.98,1,10,2200
118.71,126.15,132.31,67,110,12,0.57,0.95,1,10,2300
115.39,129.02,134.23,57,75,14,0.63,0.97,1,10,2400
118.08,128.03,124.97,38,29,7,0.55,0.86,1,10,200
118.52,124.61,129.6,38,31,2,0.55,0.9,1,10,300
117.14,127.22,134.99,52,39,3,0.6,0.77,1,10,400
116.4,128.08,132.31,65,76,18,0.72,0.89,1,10,500
116.8,128.47,135.84,105,128,26,0.66,0.91,1,10,600
116.83,127.92,133.94,118,201,42,0.66,0.96,1,10,700
117.77,129.54,133.16,137,215,59,0.61,0.96,1,10,800
120.72,128.39,133.31,179,265,83,0.5,0.95,1,10,900
119.43,127.49,132.95,215,374,113,0.55,0.93,1,10,1000
116.95,126.17,131.63,237,385,130,0.63,0.91,0.98,10,1100
116.04,127.93,131.5,264,386,128,0.71,0.89,0.98,10,1200
116.04,128.09,132.74,240,359,109,0.69,0.9,0.99,10,1300
116.45,128.34,132.71,213,313,104,0.7,0.91,1,10,1400
116.93,129.21,133.05,234,320,127,0.64,0.89,0.99,10,1500
119.28,129.42,134.15,246,329,117,0.6,0.89,1,10,1600
118.45,129.6,135.58,199,282,112,0.62,0.93,1,10,1700
118.89,128.98,133.41,171,246,85,0.58,0.95,1,10,1800
118.36,126.91,133.13,173,209,81,0.61,0.93,0.99,10,1900
116.67,127.96,129.6,124,181,51,0.69,0.96,1,10,2000
114.66,126.42,131.63,115,119,40,0.7,0.9,1,10,2100
113.09,125.03,130.85,106,92,26,0.72,0.92,1,10,2200
114.24,123.12,129.6,97,72,15,0.76,0.86,1,10,2300
111.42,123.48,126.89,82,50,7,0.87,0.82,1,10,2400
113.79,122.93,118.79,82,37,3,0.8,0.81,1,10,100
111.96,124.84,121.5,45,17,2,0.8,0.88,1,10,200
113.72,126.1,118.79,50,17,6,0.74,0.65,1,10,300
110.01,127.28,137.7,67,37,2,0.88,0.78,1,10,500
114.87,127.66,129.6,88,91,8,0.73,0.9,1,10,600
116.02,128.56,130.51,105,150,36,0.65,0.95,1,10,700
116.93,128.37,132.48,124,188,45,0.68,0.96,1,10,800
118.02,127.82,135.5,158,226,44,0.61,0.95,1,10,900
119.36,128.69,133.7,193,309,91,0.53,0.93,0.98,10,1000
118.26,127.54,133.59,263,325,115,0.61,0.9,1,10,1100
119.72,124.64,131.97,228,293,105,0.56,0.88,0.98,10,1200
117.13,122.84,129.49,152,286,154,0.68,0.77,0.9,10,1300
100.44,128.58,123.87,5,240,369,0.6,0.68,0.76,10,1700
119.51,128.74,134.65,183,241,95,0.54,0.91,1,10,1800
118.42,127.82,134.67,114,190,67,0.61,0.95,1,10,1900
117.48,127.56,132.76,143,165,41,0.62,0.96,1,10,2000
116.19,126.26,130.25,87,119,25,0.71,0.92,0.96,10,2100
114.02,127.98,130.62,79,102,16,0.76,0.82,0.94,10,2200
116.88,128.51,134.46,79,70,10,0.68,0.89,1,10,2300
112.93,126.49,129.6,70,47,7,0.83,0.87,1,10,2400
114.92,121.5,131.92,64,26,7,0.77,0.81,1,10,100
114.52,125.44,137.7,72,16,2,0.82,0.63,1,10,400
114.42,126.7,134.46,95,74,11,0.78,0.89,1,10,600
114.91,128.17,132.68,108,145,21,0.7,0.9,1,10,700
116.69,128.95,133.16,123,195,50,0.67,0.94,0.98,10,800
118.28,126.34,134.33,156,225,67,0.63,0.96,1,10,900
117.69,127.01,130.65,196,299,110,0.61,0.91,0.99,10,1000
116.22,127.02,131.64,236,319,119,0.67,0.87,0.99,10,1100
117.3,128.35,131.92,266,314,112,0.65,0.84,1,10,1200
117.09,129.08,131.01,219,286,92,0.63,0.87,0.97,10,1300
119.52,128.71,131.8,225,281,67,0.59,0.92,1,10,1400
119.48,129.41,133.26,217,292,98,0.57,0.92,0.99,10,1500
117.76,129.6,135.12,217,324,95,0.62,0.94,0.99,10,1600
119.2,130.17,133.42,193,294,90,0.56,0.9,1,10,1700
119.99,128.47,134.62,200,288,90,0.54,0.93,0.99,10,1800
120.16,128.19,133.16,132,205,62,0.55,0.95,0.98,10,1900
116.8,127.83,132.21,138,197,63,0.61,0.94,1,10,2000
119.01,128.63,135.24,104,129,23,0.53,0.95,1,10,2100
117.22,126,129.6,89,100,17,0.7,0.92,1,10,2200
113.93,126.89,133.2,90,64,9,0.79,0.88,1,10,2300
113.19,129.94,129.6,78,60,9,0.72,0.8,1,10,2400
118.65,125.34,132.03,71,97,20,0.61,0.96,1,10,200
117.17,124.21,129.6,60,38,7,0.67,0.92,1,10,300
112.46,125.94,131.07,103,88,11,0.81,0.86,1,10,600
115.04,125.05,130.51,129,159,37,0.76,0.92,0.95,10,700
114.21,127.27,129.6,139,228,67,0.71,0.97,1,10,800
116.62,126.99,131.48,157,216,69,0.68,0.94,1,10,900
116.33,126.81,130.94,216,299,111,0.64,0.88,1,10,1000
116.79,127.48,132.06,277,383,165,0.66,0.86,0.98,10,1100
116.93,127.83,132.5,266,374,136,0.66,0.86,0.99,10,1200
117.63,128.48,131.8,241,359,125,0.54,0.86,0.98,10,1300
118.73,128.64,134.61,237,352,140,0.58,0.93,0.99,10,1400
118.28,128.77,133.55,219,342,125,0.63,0.92,1,10,1500
118.57,129.83,132.99,229,354,148,0.6,0.93,0.99,10,1600
119.7,130.59,134.12,226,371,141,0.54,0.94,1,10,1700
119.54,128.95,136.11,211,350,123,0.57,0.95,1,10,1800
119.83,127.53,132.58,174,253,89,0.56,0.94,0.99,10,1900
117.56,128.92,131.8,140,235,66,0.65,0.94,1,10,2000
117.61,127.77,135.97,127,168,28,0.65,0.94,1,10,2100
112.61,125.79,131.51,103,115,17,0.81,0.94,1,10,2200
116.9,127.2,132.03,102,85,21,0.67,0.84,0.95,10,2300
113.21,124.79,133.93,83,61,15,0.73,0.89,1,10,2400
112.96,125.55,132.31,75,37,6,0.8,0.89,1,10,100
115.72,123.04,121.5,35,26,2,0.71,0.81,1,10,300
115.78,125.47,132.84,68,42,5,0.72,0.83,1,10,500
115.49,125.57,129.6,85,98,14,0.68,0.93,0.93,10,600
113.63,126.85,130.56,138,206,53,0.75,0.92,0.98,10,700
116.88,128.74,131.48,205,259,71,0.65,0.94,1,10,800
118.83,128.21,133.91,213,340,109,0.57,0.97,1,10,900
118.41,127.59,133.16,278,458,187,0.56,0.92,1,10,1000
117.95,128.04,133.05,302,519,295,0.62,0.89,0.99,10,1100
119.05,129.36,133.55,316,556,268,0.59,0.87,0.99,10,1200
120.03,129.15,134.69,325,549,286,0.5,0.91,1,10,1300
120.43,129.75,134.8,320,635,356,0.53,0.93,1,10,1400
121.08,130.94,134.25,349,640,385,0.5,0.94,0.99,10,1500
120.51,130.31,135.68,314,675,435,0.55,0.97,1,10,1600
123.46,130.12,135.59,337,748,601,0.4,0.95,1,10,1700
122.13,128.97,136.1,323,760,566,0.47,0.95,1,10,1800
122.99,128.87,135.21,287,637,414,0.42,0.97,1,10,1900
119.52,128.06,132.92,267,594,361,0.6,0.97,0.99,10,2000
118.91,127.46,133.21,198,441,191,0.56,0.97,1,10,2100
116.83,127.77,131.58,152,251,75,0.7,0.96,1,10,2200
117.19,128.04,131.69,107,143,31,0.68,0.97,1,10,2300
118.97,127.01,135.21,90,115,26,0.63,0.95,1,10,2400
117.98,121.63,131.92,60,76,14,0.67,0.95,1,10,100
116.25,123.69,127.58,51,61,8,0.78,0.67,0.88,10,200
115.33,125.55,121.5,42,52,4,0.74,0.88,0.75,10,300
115.13,127.19,134.99,56,56,7,0.73,0.91,1,10,400
118.18,128.79,130.85,78,94,13,0.62,0.94,1,10,500
119.28,128.66,132.68,91,160,42,0.55,0.96,1,10,600
120.24,129.16,133.18,135,261,86,0.54,1,0.99,10,700
122.02,129.03,133.5,205,364,158,0.44,0.99,1,10,800
120.01,128.9,135.5,245,492,192,0.52,0.98,1,10,900
122.07,128.56,134.02,274,561,249,0.46,0.98,1,10,1000
120.29,129.44,132.82,280,590,258,0.5,0.98,1,10,1100
121.32,129.91,134.2,270,597,265,0.49,0.97,0.99,10,1200
122.18,130.56,135.35,252,515,217,0.45,0.97,1,10,1300
122.31,130.65,135.19,258,455,211,0.45,0.99,1,10,1400
122.78,131.07,136.42,209,387,126,0.37,0.97,1,10,1500
122.83,129.55,135.68,209,409,148,0.44,0.99,0.99,10,1600
123.43,129.89,134.96,194,352,125,0.44,0.99,1,10,1700
122.42,128.77,134.31,176,334,137,0.46,0.99,1,10,1800
121.89,127.46,133.42,125,274,89,0.42,0.98,1,10,1900
118.99,127.4,131.53,145,243,86,0.54,0.99,1,10,2000
118.6,127.22,131.51,84,178,34,0.46,0.98,1,10,2100
119.33,128.04,134.02,71,129,23,0.59,0.98,1,10,2200
116.01,125.02,133.93,62,94,15,0.66,0.98,1,10,2300
119.56,124.21,129.6,51,60,6,0.59,0.98,1,10,2400
116.64,123.3,124.21,25,42,6,0.68,0.98,1,10,100
117,122.03,118.79,9,18,3,0.33,1,1,10,400
117.29,128.27,121.5,25,15,2,0.68,1,1,10,500
113.4,128.03,134.99,33,49,6,0.7,0.94,1,10,600
121.01,128.76,133.86,66,135,20,0.47,0.98,1,10,800
118.99,127.96,133.25,111,197,42,0.53,0.98,1,10,900
120.06,129.23,131.84,175,267,81,0.48,0.99,1,10,1000
121.03,128.19,134.41,205,388,141,0.49,0.99,1,10,1100
120.03,129.41,132.71,269,481,205,0.52,0.98,1,10,1200
122.03,128.79,133.63,240,484,212,0.42,0.99,1,10,1300
119.13,127.95,131.66,237,526,249,0.54,0.99,1,10,1400
122.99,128.71,133.68,263,553,280,0.41,0.99,1,10,1500
122.25,128.64,133.59,285,601,344,0.44,0.99,1,10,1600
123.1,127.41,133.37,262,590,364,0.4,0.99,1,10,1700
122.52,123.4,132.81,272,587,334,0.44,0.99,1,10,1800
118.57,119.51,129.39,238,574,392,0.59,0.99,1,10,1900
114.74,122.25,127.02,276,661,484,0.74,0.98,1,10,2000
116.35,124.89,128.87,203,441,224,0.69,0.99,1,10,2100
116.32,126.52,130.02,111,251,79,0.7,0.99,1,10,2200
117.13,125.63,130.69,74,165,30,0.59,0.98,1,10,2300
117.03,125.13,129.6,58,106,22,0.64,0.97,1,10,2400
114.73,123.27,129.6,61,58,14,0.74,0.97,1,10,100
117,125.4,140.41,36,23,3,0.64,0.74,1,10,400
117.92,129.13,137.7,43,27,2,0.63,0.78,1,10,500
115.77,127.54,131.92,89,70,8,0.75,0.89,1,10,600
115.57,129.6,131.12,112,150,32,0.71,0.93,0.97,10,700
119.17,129.54,130.43,118,192,40,0.53,0.96,1,10,800
121.94,130.72,134.1,153,234,55,0.48,0.97,1,10,900
120.2,129.32,134.87,177,292,83,0.53,0.97,1,10,1000
119.98,128.43,134.61,229,356,125,0.52,0.94,0.99,10,1100
119.05,129.36,133.36,255,401,141,0.55,0.95,0.98,10,1200
119.65,128.04,134.15,249,399,147,0.49,0.93,1,10,1300
119.43,129.49,134.41,234,337,113,0.49,0.92,1,10,1400
120.09,129.6,134.48,207,304,113,0.51,0.92,0.99,10,1500
120.79,127.92,133.29,204,323,103,0.51,0.91,1,10,1600
118.39,128.48,133.34,253,309,120,0.61,0.93,0.98,10,1700
119.2,127.64,132.65,201,335,98,0.55,0.93,1,10,1800
117.69,127.14,132.06,170,233,79,0.69,0.93,1,10,1900
118.02,126.96,133.5,151,197,54,0.62,0.93,0.98,10,2000
114.06,127.72,131.12,123,123,33,0.73,0.86,1,10,2100
115.21,125.5,131.22,98,138,21,0.73,0.91,1,10,2200
113.4,125.84,132.84,76,83,20,0.79,0.88,1,10,2300
114.94,125.21,137.7,74,69,12,0.77,0.9,1,10,2400
112.93,124.97,125.55,70,48,8,0.76,0.75,0.88,10,100
116.01,123.88,133.65,62,28,4,0.73,0.79,1,10,200
111.33,124.35,121.5,47,17,2,0.83,0.76,1,10,300
117.66,126.8,137.7,57,34,6,0.58,0.68,1,10,600
115.23,128.43,133.34,80,81,13,0.73,0.85,1,10,700
116.75,129.6,132.31,121,153,30,0.67,0.96,0.97,10,800
119.48,128.85,133.99,136,219,49,0.52,0.96,1,10,900
118.31,128.45,134.02,145,220,55,0.58,0.97,1,10,1000
118.26,120.54,131.46,220,296,98,0.65,0.91,0.98,10,1100
99.52,120.41,121.4,7,186,494,0.71,0.78,0.7,10,1200
111.13,126.52,121.11,43,171,370,0.77,0.66,0.68,10,1400
115.17,125.79,130.93,183,269,97,0.73,0.93,1,10,1500
114.78,126.34,130.64,199,247,96,0.71,0.88,0.99,10,1600
117.05,126.3,131.27,209,283,108,0.67,0.92,1,10,1700
113.22,125.83,131.12,179,269,128,0.74,0.92,0.98,10,1800
115.18,127.46,130.39,154,211,83,0.62,0.91,0.99,10,1900
116.48,124.56,131.04,121,198,45,0.69,0.94,1,10,2000
114.03,125.61,130.98,129,132,47,0.71,0.95,1,10,2100
112.88,121.6,131.4,95,118,28,0.78,0.97,1,10,2200
109.5,121.14,127.98,83,77,10,0.87,0.88,0.9,10,2300
108.09,119.8,124.21,61,69,12,0.89,0.84,1,10,2400
105.59,122.47,118.26,56,43,10,0.93,0.67,1,10,100
110.37,123.53,121.5,64,25,4,0.89,0.76,1,10,300
112.61,120.64,122.65,61,32,7,0.82,0.81,1,10,600
108.91,125.58,124.21,94,85,12,0.85,0.84,1,10,700
114.7,128.73,130.59,112,129,33,0.7,0.89,1,10,800
116.79,129.94,132.94,115,185,34,0.66,0.94,0.97,10,900
119.59,127.62,133.59,152,236,58,0.57,0.95,0.98,10,1000
117.95,125.39,131.5,224,246,104,0.6,0.86,0.98,10,1100
117.79,126.38,131.41,221,285,116,0.61,0.86,1,10,1200
117.53,127.09,132.37,184,288,118,0.63,0.84,0.97,10,1300
114.79,128.47,131.69,175,264,117,0.67,0.8,0.99,10,1400
119.13,127.38,131.71,209,229,92,0.56,0.89,1,10,1500
117.53,127.22,131.92,192,263,85,0.61,0.92,1,10,1600
117.9,128.26,131.79,209,286,111,0.59,0.89,0.99,10,1700
117.05,125.29,132.84,187,265,100,0.61,0.92,0.99,10,1800
115.25,125.19,130.02,132,229,76,0.67,0.88,1,10,1900
114.7,124.14,127.98,138,173,50,0.78,0.92,1,10,2000
112.91,122.49,129.28,133,166,51,0.83,0.86,1,10,2100
114.99,123.09,122.55,112,99,23,0.71,0.89,0.96,10,2200
110.66,122.55,129.6,83,97,15,0.88,0.9,1,10,2300
112.31,118.47,131.07,90,69,11,0.81,0.9,1,10,2400
106.76,119.88,121.5,61,32,4,0.89,0.53,0.75,10,300
113.08,121.86,121.5,49,20,2,0.67,0.55,1,10,400
110.66,121.71,127.28,83,69,7,0.83,0.83,1,10,700
111.08,127.82,127.28,98,117,21,0.86,0.93,0.9,10,800
115.7,129.6,132.09,134,165,40,0.71,0.96,1,10,900
119.86,128.58,134.43,158,198,57,0.55,0.97,1,10,1000
118.03,128.71,133.18,199,287,80,0.62,0.82,0.96,10,1100
118.31,128.09,133.34,231,330,104,0.61,0.89,0.98,10,1200
118.44,129.24,134.64,222,290,93,0.62,0.88,0.98,10,1300
117,128.63,132,203,274,81,0.65,0.89,0.99,10,1400
116.82,129.32,131.93,199,302,119,0.68,0.92,1,10,1500
120.43,128.71,133.41,221,289,103,0.52,0.93,0.99,10,1600
118.08,129.24,132.84,225,325,126,0.63,0.88,0.99,10,1700
117.5,125.45,133.75,186,314,125,0.65,0.93,0.99,10,1800
116.98,124.5,130.51,155,270,108,0.66,0.94,0.99,10,1900
117.63,126.46,128.4,142,238,94,0.61,0.96,0.99,10,2000
115.85,128.39,132.26,152,211,74,0.69,0.88,0.99,10,2100
117.64,126.65,131.63,107,135,24,0.61,0.94,1,10,2200
116.79,126.12,131.71,91,100,23,0.68,0.9,1,10,2300
114.18,122.28,129.6,83,65,8,0.81,0.91,1,10,2400
111.6,124.35,130.56,81,42,17,0.8,0.88,0.94,10,100
111.13,122.31,129.6,58,34,8,0.86,0.82,1,10,200
112.87,120.11,129.6,60,20,5,0.82,0.7,1,10,400
114.79,125.08,126.36,58,30,5,0.76,0.67,0.8,10,500
113.69,123.27,121.5,56,43,2,0.71,0.65,1,10,600
110.92,124.4,130.62,85,92,16,0.8,0.87,0.88,10,700
111.54,128,129.6,130,137,30,0.8,0.91,1,10,800
116.72,129.92,131.04,123,182,45,0.64,0.92,1,10,900
117.13,127.58,134.72,139,203,57,0.61,0.93,1,10,1000
116.3,128.84,133.65,196,266,92,0.63,0.88,0.99,10,1100
117.82,127.92,132.44,267,344,137,0.57,0.86,0.99,10,1200
118.52,128.79,132.82,254,367,162,0.59,0.9,1,10,1300
120.03,128.89,133.6,237,403,159,0.57,0.94,0.99,10,1400
119.17,129.79,135.77,234,457,225,0.59,0.93,1,10,1500
118.79,130.7,134.95,253,483,218,0.6,0.93,1,10,1600
121.6,129.41,134.82,264,536,297,0.5,0.94,1,10,1700
119.99,128.21,133.91,254,513,299,0.5,0.96,1,10,1800
119.26,125.73,131.69,211,429,236,0.57,0.94,0.99,10,1900
117.4,125.71,130.25,199,431,250,0.67,0.96,1,10,2000
117.01,125.31,130.83,193,337,172,0.61,0.96,0.99,10,2100
117.09,126.04,131.32,145,249,94,0.61,0.93,1,10,2200
114.99,125.11,130.52,102,183,54,0.71,0.92,1,10,2300
116.14,124.4,130.75,71,101,14,0.72,0.97,1,10,2400
113.82,125.79,131.63,77,84,16,0.81,0.99,1,11,100
117.61,126.52,127.28,50,51,7,0.7,0.94,1,11,200
112.36,126.1,133.65,47,42,4,0.81,0.86,1,11,300
117.45,124.93,123.12,48,37,5,0.65,0.95,1,11,400
116.17,126.52,132.84,35,53,5,0.71,0.83,1,11,500
114.5,125.92,130.46,59,101,20,0.76,0.95,1,11,600
118.37,127.83,131.56,88,141,33,0.61,0.94,1,11,700
119.88,128.92,131.37,140,248,65,0.53,0.97,1,11,800
121.79,129.65,132.52,195,332,104,0.46,0.98,1,11,900
121.65,129.89,133.46,222,401,161,0.48,0.96,0.99,11,1000
